ID,Type,Compound_1,Compound_2,Compound_3,T_K,P_kPa,x_1,x_2,y_1,y_2
8,Isobaric,Acetone,Tetrachloromethane,Benzene,338.05,101.325,0.234,0.498,0.441,0.39
8,Isobaric,Acetone,Tetrachloromethane,Benzene,338.25,101.325,0.288,0.236,0.48,0.21
8,Isobaric,Acetone,Tetrachloromethane,Benzene,338.95,101.325,0.141,0.799,0.346,0.614
8,Isobaric,Acetone,Tetrachloromethane,Benzene,341.55,101.325,0.081,0.853,0.248,0.7
8,Isobaric,Acetone,Tetrachloromethane,Benzene,344.15,101.325,0.039,0.894,0.148,0.796
8,Isobaric,Acetone,Tetrachloromethane,Benzene,344.15,101.325,0.081,0.425,0.222,0.406
8,Isobaric,Acetone,Tetrachloromethane,Benzene,344.85,101.325,0.084,0.206,0.21,0.2
8,Isobaric,Acetone,Tetrachloromethane,Benzene,345.45,101.325,0.06,0.391,0.168,0.382
8,Isobaric,Acetone,Tetrachloromethane,Benzene,346.65,101.325,0.052,0.496,0.168,0.466
8,Isobaric,Acetone,Tetrachloromethane,Benzene,346.65,101.325,0.057,0.913,0.21,0.762
8,Isobaric,Acetone,Tetrachloromethane,Benzene,347.25,101.325,0.057,0.179,0.158,0.18
8,Isobaric,Acetone,Tetrachloromethane,Benzene,347.75,101.325,0.033,0.441,0.105,0.432
8,Isobaric,Acetone,Tetrachloromethane,Benzene,347.85,101.325,0.038,0.321,0.11,0.328
8,Isobaric,Acetone,Tetrachloromethane,Benzene,348.15,101.325,0.052,0.314,0.148,0.314
8,Isobaric,Acetone,Tetrachloromethane,Benzene,348.35,101.325,0.036,0.284,0.104,0.29
8,Isobaric,Acetone,Tetrachloromethane,Benzene,348.45,101.325,0.044,0.153,0.122,0.164
8,Isobaric,Acetone,Tetrachloromethane,Benzene,348.45,101.325,0.052,0.263,0.145,0.259
8,Isobaric,Acetone,Tetrachloromethane,Benzene,348.65,101.325,0.031,0.378,0.09,0.394
8,Isobaric,Acetone,Tetrachloromethane,Benzene,348.75,101.325,0.031,0.253,0.091,0.262
8,Isobaric,Acetone,Tetrachloromethane,Benzene,349.25,101.325,0.043,0.21,0.128,0.216
8,Isobaric,Acetone,Tetrachloromethane,Benzene,349.75,101.325,0.039,0.169,0.12,0.182
8,Isobaric,Acetone,Tetrachloromethane,Benzene,349.95,101.325,0.021,0.253,0.065,0.28
8,Isobaric,Acetone,Tetrachloromethane,Benzene,351.45,101.325,0.024,0.023,0.072,0.028
8,Isobaric,Acetone,Tetrachloromethane,Benzene,351.55,101.325,0.018,0.102,0.052,0.125
8,Isobaric,Acetone,Tetrachloromethane,Benzene,352.55,101.325,0.009,0.072,0.028,0.089
8,Isobaric,Acetone,Tetrachloromethane,Benzene,352.55,101.325,0.016,0.017,0.052,0.019
8,Isobaric,Acetone,Tetrachloromethane,Benzene,352.65,101.325,0.006,0.073,0.019,0.09
8,Isobaric,Acetone,Tetrachloromethane,Benzene,352.85,101.325,0.016,0.017,0.052,0.02
9,Isobaric,Ethanol,Benzene,Heptane,337.99,53.329,0.011,0.096,0.303,0.128
9,Isobaric,Ethanol,Benzene,Heptane,331.09,53.329,0.054,0.107,0.461,0.12
9,Isobaric,Ethanol,Benzene,Heptane,327.85,53.329,0.204,0.098,0.513,0.12
9,Isobaric,Ethanol,Benzene,Heptane,327.75,53.329,0.323,0.095,0.529,0.119
9,Isobaric,Ethanol,Benzene,Heptane,327.47,53.329,0.45,0.096,0.538,0.125
9,Isobaric,Ethanol,Benzene,Heptane,327.28,53.329,0.533,0.098,0.534,0.141
9,Isobaric,Ethanol,Benzene,Heptane,327.28,53.329,0.63,0.092,0.548,0.149
9,Isobaric,Ethanol,Benzene,Heptane,327.32,53.329,0.729,0.089,0.569,0.166
9,Isobaric,Ethanol,Benzene,Heptane,328.07,53.329,0.824,0.085,0.619,0.191
9,Isobaric,Ethanol,Benzene,Heptane,334.51,53.329,0.27,0.185,0.322,0.227
9,Isobaric,Ethanol,Benzene,Heptane,329.33,53.329,0.08,0.192,0.432,0.205
9,Isobaric,Ethanol,Benzene,Heptane,327.39,53.329,0.209,0.184,0.477,0.21
9,Isobaric,Ethanol,Benzene,Heptane,326.93,53.329,0.285,0.179,0.488,0.216
9,Isobaric,Ethanol,Benzene,Heptane,326.39,53.329,0.433,0.185,0.491,0.23
9,Isobaric,Ethanol,Benzene,Heptane,326.17,53.329,0.543,0.188,0.501,0.246
9,Isobaric,Ethanol,Benzene,Heptane,326.03,53.329,0.65,0.171,0.513,0.273
9,Isobaric,Ethanol,Benzene,Heptane,326.38,53.329,0.757,0.159,0.543,0.308
9,Isobaric,Ethanol,Benzene,Heptane,332.61,53.329,0.028,0.282,0.303,0.317
9,Isobaric,Ethanol,Benzene,Heptane,327.94,53.329,0.076,0.279,0.413,0.286
9,Isobaric,Ethanol,Benzene,Heptane,327.77,53.329,0.107,0.298,0.414,0.298
9,Isobaric,Ethanol,Benzene,Heptane,325.72,53.329,0.353,0.272,0.439,0.313
9,Isobaric,Ethanol,Benzene,Heptane,325.52,53.329,0.453,0.268,0.471,0.314
9,Isobaric,Ethanol,Benzene,Heptane,325.34,53.329,0.556,0.26,0.479,0.34
9,Isobaric,Ethanol,Benzene,Heptane,325.25,53.329,0.651,0.26,0.483,0.391
9,Isobaric,Ethanol,Benzene,Heptane,331.77,53.329,0.031,0.367,0.293,0.388
9,Isobaric,Ethanol,Benzene,Heptane,327.09,53.329,0.135,0.364,0.397,0.352
9,Isobaric,Ethanol,Benzene,Heptane,325.73,53.329,0.251,0.359,0.435,0.348
9,Isobaric,Ethanol,Benzene,Heptane,325.11,53.329,0.356,0.365,0.438,0.37
9,Isobaric,Ethanol,Benzene,Heptane,324.23,53.329,0.465,0.347,0.441,0.4
9,Isobaric,Ethanol,Benzene,Heptane,324.58,53.329,0.561,0.346,0.425,0.476
9,Isobaric,Ethanol,Benzene,Heptane,329.3,53.329,0.043,0.456,0.306,0.442
9,Isobaric,Ethanol,Benzene,Heptane,326.42,53.329,0.125,0.468,0.379,0.413
9,Isobaric,Ethanol,Benzene,Heptane,325.16,53.329,0.264,0.448,0.411,0.414
9,Isobaric,Ethanol,Benzene,Heptane,324.6,53.329,0.363,0.443,0.412,0.445
9,Isobaric,Ethanol,Benzene,Heptane,324.21,53.329,0.466,0.441,0.429,0.479
9,Isobaric,Ethanol,Benzene,Heptane,329.12,53.329,0.043,0.549,0.274,0.525
9,Isobaric,Ethanol,Benzene,Heptane,325.78,53.329,0.141,0.557,0.362,0.471
9,Isobaric,Ethanol,Benzene,Heptane,324.74,53.329,0.259,0.544,0.384,0.486
9,Isobaric,Ethanol,Benzene,Heptane,324.19,53.329,0.367,0.542,0.398,0.518
9,Isobaric,Ethanol,Benzene,Heptane,328.35,53.329,0.05,0.642,0.269,0.561
9,Isobaric,Ethanol,Benzene,Heptane,325.34,53.329,0.148,0.645,0.352,0.526
9,Isobaric,Ethanol,Benzene,Heptane,324.55,53.329,0.266,0.633,0.38,0.544
9,Isobaric,Ethanol,Benzene,Heptane,327.41,53.329,0.06,0.736,0.273,0.607
9,Isobaric,Ethanol,Benzene,Heptane,325.16,53.329,0.163,0.735,0.35,0.581
9,Isobaric,Ethanol,Benzene,Heptane,327.17,53.329,0.065,0.835,0.264,0.671
9,Isobaric,Ethanol,Benzene,Heptane,328.82,53.329,0.027,0.92,0.157,0.802
9,Isobaric,Ethanol,Benzene,Heptane,330.79,53.329,0.915,0.047,0.733,0.135
9,Isobaric,Ethanol,Benzene,Heptane,344.02,53.329,0.002,0.05,0.165,0.091
9,Isobaric,Ethanol,Benzene,Heptane,325.61,53.329,0.318,0.35,0.448,0.333
9,Isobaric,Ethanol,Benzene,Heptane,326.25,53.329,0.164,0.396,0.413,0.363
10,Isothermal,Hexane,Methanol,Acetone,313.15,68.7,0.0937,0.1062,0.2201,0.1031
10,Isothermal,Hexane,Methanol,Acetone,313.15,71.939,0.1654,0.0978,0.2901,0.0968
10,Isothermal,Hexane,Methanol,Acetone,313.15,73.595,0.2473,0.0882,0.3349,0.0938
10,Isothermal,Hexane,Methanol,Acetone,313.15,74.185,0.3325,0.0782,0.363,0.0938
10,Isothermal,Hexane,Methanol,Acetone,313.15,74.25,0.4126,0.0688,0.3812,0.0961
10,Isothermal,Hexane,Methanol,Acetone,313.15,68.962,0.0839,0.1827,0.2147,0.1623
10,Isothermal,Hexane,Methanol,Acetone,313.15,72.955,0.1633,0.1668,0.2934,0.152
10,Isothermal,Hexane,Methanol,Acetone,313.15,74.685,0.2511,0.1493,0.3398,0.1465
10,Isothermal,Hexane,Methanol,Acetone,313.15,75.215,0.5013,0.0994,0.4014,0.1473
10,Isothermal,Hexane,Methanol,Acetone,313.15,74.735,0.5804,0.0837,0.4154,0.1523
10,Isothermal,Hexane,Methanol,Acetone,313.15,69.54,0.0842,0.2551,0.2268,0.2075
10,Isothermal,Hexane,Methanol,Acetone,313.15,73.831,0.1671,0.232,0.3033,0.1958
10,Isothermal,Hexane,Methanol,Acetone,313.15,75.915,0.328,0.1872,0.3682,0.188
10,Isothermal,Hexane,Methanol,Acetone,313.15,76.035,0.4152,0.1629,0.3881,0.1872
10,Isothermal,Hexane,Methanol,Acetone,313.15,69.96,0.0849,0.3239,0.2415,0.243
10,Isothermal,Hexane,Methanol,Acetone,313.15,75.714,0.2493,0.2657,0.3503,0.2259
10,Isothermal,Hexane,Methanol,Acetone,313.15,76.227,0.3323,0.2363,0.3741,0.224
10,Isothermal,Hexane,Methanol,Acetone,313.15,76.114,0.5018,0.1763,0.4083,0.2241
10,Isothermal,Hexane,Methanol,Acetone,313.15,75.699,0.587,0.1462,0.4242,0.2267
10,Isothermal,Hexane,Methanol,Acetone,313.15,73.634,0.7479,0.0892,0.4561,0.2428
10,Isothermal,Hexane,Methanol,Acetone,313.15,70.156,0.0844,0.3892,0.2556,0.272
10,Isothermal,Hexane,Methanol,Acetone,313.15,74.385,0.1604,0.3569,0.3202,0.2595
10,Isothermal,Hexane,Methanol,Acetone,313.15,75.864,0.2483,0.3196,0.3585,0.2548
10,Isothermal,Hexane,Methanol,Acetone,313.15,76.327,0.4119,0.25,0.3965,0.2544
10,Isothermal,Hexane,Methanol,Acetone,313.15,73.283,0.1714,0.1423,0.2971,0.1339
10,Isothermal,Hexane,Methanol,Acetone,313.15,76.227,0.333,0.3238,0.3881,0.2768
10,Isothermal,Hexane,Methanol,Acetone,313.15,76.003,0.5022,0.2417,0.4177,0.2803
10,Isothermal,Hexane,Methanol,Acetone,313.15,74.929,0.6677,0.1613,0.448,0.2858
10,Isothermal,Hexane,Methanol,Acetone,313.15,71.443,0.8337,0.0807,0.4852,0.3085
10,Isothermal,Hexane,Methanol,Acetone,313.15,70.217,0.0846,0.5139,0.2878,0.321
10,Isothermal,Hexane,Methanol,Acetone,313.15,74.437,0.1666,0.4679,0.3511,0.3049
10,Isothermal,Hexane,Methanol,Acetone,313.15,75.696,0.2515,0.4202,0.3821,0.3016
10,Isothermal,Hexane,Methanol,Acetone,313.15,75.903,0.4185,0.3265,0.413,0.3064
10,Isothermal,Hexane,Methanol,Acetone,313.15,70.993,0.097,0.5846,0.3243,0.3469
10,Isothermal,Hexane,Methanol,Acetone,313.15,75.2,0.2495,0.4859,0.4004,0.3291
10,Isothermal,Hexane,Methanol,Acetone,313.15,75.375,0.3314,0.4328,0.4155,0.3315
10,Isothermal,Hexane,Methanol,Acetone,313.15,74.988,0.4335,0.3279,0.4176,0.3132
10,Isothermal,Hexane,Methanol,Acetone,313.15,74.582,0.5885,0.2664,0.4489,0.3439
10,Isothermal,Hexane,Methanol,Acetone,313.15,73.115,0.7463,0.1642,0.4768,0.3508
10,Isothermal,Hexane,Methanol,Acetone,313.15,69.504,0.085,0.6617,0.3341,0.3811
10,Isothermal,Hexane,Methanol,Acetone,313.15,73.646,0.1701,0.6002,0.3957,0.358
10,Isothermal,Hexane,Methanol,Acetone,313.15,74.625,0.3326,0.4827,0.4328,0.3569
10,Isothermal,Hexane,Methanol,Acetone,313.15,74.497,0.3972,0.4359,0.4392,0.3608
10,Isothermal,Hexane,Methanol,Acetone,313.15,68.76,0.0848,0.7371,0.3637,0.4173
10,Isothermal,Hexane,Methanol,Acetone,313.15,72.698,0.1655,0.6721,0.4217,0.3899
10,Isothermal,Hexane,Methanol,Acetone,313.15,73.443,0.2481,0.6056,0.4443,0.3843
10,Isothermal,Hexane,Methanol,Acetone,313.15,73.139,0.4991,0.4035,0.4648,0.3966
10,Isothermal,Hexane,Methanol,Acetone,313.15,72.782,0.5784,0.3396,0.4718,0.4003
10,Isothermal,Hexane,Methanol,Acetone,313.15,72.311,0.6636,0.2709,0.482,0.4028
10,Isothermal,Hexane,Methanol,Acetone,313.15,66.797,0.0796,0.8155,0.3944,0.4622
10,Isothermal,Hexane,Methanol,Acetone,313.15,71.367,0.1669,0.7381,0.4549,0.4253
10,Isothermal,Hexane,Methanol,Acetone,313.15,72.033,0.2522,0.6626,0.4725,0.4185
10,Isothermal,Hexane,Methanol,Acetone,313.15,72.022,0.3337,0.5903,0.4783,0.4196
10,Isothermal,Hexane,Methanol,Acetone,313.15,71.905,0.4165,0.517,0.481,0.4233
11,Isobaric,Chloroform,Methanol,Benzene,331.79,101.325,0.008,0.815,0.012,0.689
11,Isobaric,Chloroform,Methanol,Benzene,331.25,101.325,0.011,0.733,0.015,0.646
11,Isobaric,Chloroform,Methanol,Benzene,331.05,101.325,0.016,0.618,0.018,0.61
11,Isobaric,Chloroform,Methanol,Benzene,333.97,101.325,0.028,0.919,0.06,0.802
11,Isobaric,Chloroform,Methanol,Benzene,331.66,101.325,0.036,0.8,0.057,0.674
11,Isobaric,Chloroform,Methanol,Benzene,331.18,101.325,0.044,0.452,0.042,0.571
11,Isobaric,Chloroform,Methanol,Benzene,331.9,101.325,0.053,0.824,0.091,0.687
11,Isobaric,Chloroform,Methanol,Benzene,331.03,101.325,0.053,0.702,0.071,0.622
11,Isobaric,Chloroform,Methanol,Benzene,330.92,101.325,0.062,0.564,0.067,0.585
11,Isobaric,Chloroform,Methanol,Benzene,333.12,101.325,0.064,0.886,0.13,0.752
11,Isobaric,Chloroform,Methanol,Benzene,330.89,101.325,0.065,0.598,0.074,0.591
11,Isobaric,Chloroform,Methanol,Benzene,331.02,101.325,0.066,0.484,0.066,0.57
11,Isobaric,Chloroform,Methanol,Benzene,332.73,101.325,0.066,0.181,0.054,0.512
11,Isobaric,Chloroform,Methanol,Benzene,330.87,101.325,0.069,0.632,0.082,0.597
11,Isobaric,Chloroform,Methanol,Benzene,330.83,101.325,0.078,0.581,0.088,0.583
11,Isobaric,Chloroform,Methanol,Benzene,330.86,101.325,0.084,0.537,0.09,0.575
11,Isobaric,Chloroform,Methanol,Benzene,330.77,101.325,0.091,0.584,0.104,0.58
11,Isobaric,Chloroform,Methanol,Benzene,330.75,101.325,0.1,0.671,0.131,0.597
11,Isobaric,Chloroform,Methanol,Benzene,332.68,101.325,0.101,0.176,0.083,0.501
11,Isobaric,Chloroform,Methanol,Benzene,330.77,101.325,0.11,0.521,0.118,0.565
11,Isobaric,Chloroform,Methanol,Benzene,330.64,101.325,0.121,0.563,0.138,0.567
11,Isobaric,Chloroform,Methanol,Benzene,330.47,101.325,0.136,0.612,0.167,0.572
11,Isobaric,Chloroform,Methanol,Benzene,330.44,101.325,0.142,0.639,0.184,0.574
11,Isobaric,Chloroform,Methanol,Benzene,331.36,101.325,0.148,0.299,0.13,0.519
11,Isobaric,Chloroform,Methanol,Benzene,330.38,101.325,0.149,0.67,0.204,0.579
11,Isobaric,Chloroform,Methanol,Benzene,330.38,101.325,0.156,0.701,0.228,0.586
11,Isobaric,Chloroform,Methanol,Benzene,330.57,101.325,0.157,0.494,0.167,0.544
11,Isobaric,Chloroform,Methanol,Benzene,330.42,101.325,0.163,0.734,0.257,0.596
11,Isobaric,Chloroform,Methanol,Benzene,331.05,101.325,0.165,0.343,0.15,0.522
11,Isobaric,Chloroform,Methanol,Benzene,330.55,101.325,0.172,0.764,0.292,0.607
11,Isobaric,Chloroform,Methanol,Benzene,330.28,101.325,0.173,0.582,0.209,0.552
11,Isobaric,Chloroform,Methanol,Benzene,330.72,101.325,0.177,0.794,0.326,0.619
11,Isobaric,Chloroform,Methanol,Benzene,330.4,101.325,0.198,0.466,0.207,0.528
11,Isobaric,Chloroform,Methanol,Benzene,335.08,101.325,0.202,0.087,0.179,0.406
11,Isobaric,Chloroform,Methanol,Benzene,331.04,101.325,0.212,0.305,0.192,0.501
11,Isobaric,Chloroform,Methanol,Benzene,329.9,101.325,0.219,0.576,0.269,0.534
11,Isobaric,Chloroform,Methanol,Benzene,329.64,101.325,0.237,0.609,0.312,0.531
11,Isobaric,Chloroform,Methanol,Benzene,329.53,101.325,0.24,0.691,0.365,0.546
11,Isobaric,Chloroform,Methanol,Benzene,330.11,101.325,0.251,0.449,0.268,0.503
11,Isobaric,Chloroform,Methanol,Benzene,329.62,101.325,0.259,0.546,0.312,0.513
11,Isobaric,Chloroform,Methanol,Benzene,335.42,101.325,0.262,0.068,0.24,0.373
11,Isobaric,Chloroform,Methanol,Benzene,329.3,101.325,0.28,0.575,0.36,0.508
11,Isobaric,Chloroform,Methanol,Benzene,330.15,101.325,0.283,0.373,0.282,0.483
11,Isobaric,Chloroform,Methanol,Benzene,332.48,101.325,0.302,0.136,0.261,0.429
11,Isobaric,Chloroform,Methanol,Benzene,328.99,101.325,0.318,0.547,0.391,0.489
11,Isobaric,Chloroform,Methanol,Benzene,329.49,101.325,0.325,0.431,0.348,0.474
11,Isobaric,Chloroform,Methanol,Benzene,331.57,101.325,0.344,0.171,0.301,0.432
11,Isobaric,Chloroform,Methanol,Benzene,329.63,101.325,0.345,0.389,0.355,0.463
11,Isobaric,Chloroform,Methanol,Benzene,328.94,101.325,0.359,0.47,0.405,0.465
11,Isobaric,Chloroform,Methanol,Benzene,328.68,101.325,0.37,0.481,0.428,0.459
11,Isobaric,Chloroform,Methanol,Benzene,333.35,101.325,0.381,0.092,0.34,0.375
11,Isobaric,Chloroform,Methanol,Benzene,328.16,101.325,0.397,0.507,0.475,0.448
11,Isobaric,Chloroform,Methanol,Benzene,329.02,101.325,0.41,0.382,0.425,0.442
11,Isobaric,Chloroform,Methanol,Benzene,332.68,101.325,0.414,0.098,0.371,0.368
11,Isobaric,Chloroform,Methanol,Benzene,330.34,101.325,0.415,0.223,0.374,0.426
11,Isobaric,Chloroform,Methanol,Benzene,331.93,101.325,0.443,0.115,0.394,0.374
11,Isobaric,Chloroform,Methanol,Benzene,327.6,101.325,0.453,0.489,0.521,0.436
11,Isobaric,Chloroform,Methanol,Benzene,328.56,101.325,0.472,0.357,0.478,0.418
11,Isobaric,Chloroform,Methanol,Benzene,329.19,101.325,0.482,0.279,0.457,0.41
11,Isobaric,Chloroform,Methanol,Benzene,330.71,101.325,0.503,0.144,0.447,0.372
11,Isobaric,Chloroform,Methanol,Benzene,327.32,101.325,0.51,0.437,0.566,0.399
11,Isobaric,Chloroform,Methanol,Benzene,328.74,101.325,0.539,0.267,0.507,0.391
11,Isobaric,Chloroform,Methanol,Benzene,332.85,101.325,0.55,0.07,0.505,0.303
11,Isobaric,Chloroform,Methanol,Benzene,327.82,101.325,0.59,0.3,0.57,0.374
11,Isobaric,Chloroform,Methanol,Benzene,328.97,101.325,0.608,0.188,0.545,0.358
11,Isobaric,Chloroform,Methanol,Benzene,331.86,101.325,0.647,0.069,0.591,0.275
11,Isobaric,Chloroform,Methanol,Benzene,327.73,101.325,0.693,0.219,0.622,0.339
11,Isobaric,Chloroform,Methanol,Benzene,330.79,101.325,0.695,0.079,0.621,0.277
11,Isobaric,Chloroform,Methanol,Benzene,332.64,101.325,0.729,0.043,0.689,0.209
11,Isobaric,Chloroform,Methanol,Benzene,330.41,101.325,0.829,0.055,0.737,0.217
